Category,Idea,Relevance,Innovation,Insightfulness,Relevance_A,Innovation_A,Insightfulness_A,Relevance_B,Innovation_B,Insightfulness_B,Relevance_C,Innovation_C,Insightfulness_C,Relevance_D,Innovation_D,Insightfulness_D,Relevance_E,Innovation_E,Insightfulness_E,Relevance_F,Innovation_F,Insightfulness_F,Relevance_G,Innovation_G,Insightfulness_G,Relevance_H,Innovation_H,Insightfulness_H,Relevance_I,Innovation_I,Insightfulness_I,Relevance_J,Innovation_J,Insightfulness_J,Relevance_K,Innovation_K,Insightfulness_K,Relevance_L,Innovation_L,Insightfulness_L,Relevance_M,Innovation_M,Insightfulness_M,Relevance_N,Innovation_N,Insightfulness_N,Relevance_O,Innovation_O,Insightfulness_O,Relevance_P,Innovation_P,Insightfulness_P,Relevance_Q,Innovation_Q,Insightfulness_Q,Relevance_R,Innovation_R,Insightfulness_R,Relevance_S,Innovation_S,Insightfulness_S,Relevance_T,Innovation_T,Insightfulness_T,Relevance_U,Innovation_U,Insightfulness_U,Relevance_V,Innovation_V,Insightfulness_V,Relevance_W,Innovation_W,Insightfulness_W,Relevance_X,Innovation_X,Insightfulness_X,Relevance_Y,Innovation_Y,Insightfulness_Y,Relevance_Z,Innovation_Z,Insightfulness_Z,Relevance_AA,Innovation_AA,Insightfulness_AA,Relevance_AB,Innovation_AB,Insightfulness_AB,Relevance_AC,Innovation_AC,Insightfulness_AC,ZRelevance,ZInnovation,ZInsightfulness,ZRelevance_A,ZInnovation_A,ZInsightfulness_A,ZRelevance_B,ZInnovation_B,ZInsightfulness_B,ZRelevance_C,ZInnovation_C,ZInsightfulness_C,ZRelevance_D,ZInnovation_D,ZInsightfulness_D,ZRelevance_E,ZInnovation_E,ZInsightfulness_E,ZRelevance_F,ZInnovation_F,ZInsightfulness_F,ZRelevance_G,ZInnovation_G,ZInsightfulness_G,ZRelevance_H,ZInnovation_H,ZInsightfulness_H,ZRelevance_I,ZInnovation_I,ZInsightfulness_I,ZRelevance_J,ZInnovation_J,ZInsightfulness_J,ZRelevance_K,ZInnovation_K,ZInsightfulness_K,ZRelevance_L,ZInnovation_L,ZInsightfulness_L,ZRelevance_M,ZInnovation_M,ZInsightfulness_M,ZRelevance_N,ZInnovation_N,ZInsightfulness_N,ZRelevance_O,ZInnovation_O,ZInsightfulness_O,ZRelevance_P,ZInnovation_P,ZInsightfulness_P,ZRelevance_Q,ZInnovation_Q,ZInsightfulness_Q,ZRelevance_R,ZInnovation_R,ZInsightfulness_R,ZRelevance_S,ZInnovation_S,ZInsightfulness_S,ZRelevance_T,ZInnovation_T,ZInsightfulness_T,ZRelevance_U,ZInnovation_U,ZInsightfulness_U,ZRelevance_V,ZInnovation_V,ZInsightfulness_V,ZRelevance_W,ZInnovation_W,ZInsightfulness_W,ZRelevance_X,ZInnovation_X,ZInsightfulness_X,ZRelevance_Y,ZInnovation_Y,ZInsightfulness_Y,ZRelevance_Z,ZInnovation_Z,ZInsightfulness_Z,ZRelevance_AA,ZInnovation_AA,ZInsightfulness_AA,ZRelevance_AB,ZInnovation_AB,ZInsightfulness_AB,ZRelevance_AC,ZInnovation_AC,ZInsightfulness_AC,filter_$,rel_h_1,rel_h_2,rel_h_3,rel_h_4,inn_h_1,inn_h_2,inn_h_3,inn_h_4,ins_h_1,ins_h_2,ins_h_3,ins_h_4,rel_novice_1,inn_novice_1,ins_novice_1,rel_novice_2,inn_novice_2,ins_novice_2,rel_novice_3,inn_novice_3,ins_novice_3,rel_novice_4,inn_novice_4,ins_novice_4,rel_novice_5,inn_novice_5,ins_novice_5,rel_novice_6,inn_novice_6,ins_novice_6
Human,Noise cancelling headphones that emit light based on focus level- red for leave me alone,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,5,5,5,4,4,4,4,5,4,4,4,4,4,5,4,5,4,4,4,4,4,5,4,4,5,5,5,4,4,4,5,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,5,4,5,5,5,5,4,4,5,4,4,5,4,5,0.467819644,0.08079952,0.739687804,0.0412474,0.277555467,0.867360833,0.298429487,0.274546344,-0.409233209,0,0.383135922,0.587136564,-0.08079952,0.084771993,0.53155058,0.23552116,0.454256763,1.0749677,-0.693888666,-0.043368042,1.018350154,0.039410228,0.274546344,0.595004623,0.274546344,0.19245009,0.771528493,1.117432456,0.210753673,0.971928872,0.849836586,0.977276739,1.265326392,0.228149188,0.454256763,0.971928872,-0.0412474,1.087114613,0.667067669,-0.094866505,0.228149188,0.538562053,-0.251699874,1.246260835,0.419193474,0.679916323,0.595004623,0.813656584,0.382154126,0.482739098,1.000532765,0.750568336,0.200979456,0.399950778,0.927316163,1.471522777,1.699673171,-0.382154126,0.036369648,-0.039410228,1.183500486,0.382154126,0.971928872,0.114074594,0.443026755,4.62E-16,0.301813007,0.454256763,0.743459551,0.052453053,0.277555467,1.183500486,-0.17147434,0.22210835,0.981306763,0.043368042,0.997008668,0.089394597,0.849836586,0.945610858,1.246260835,1.036293104,0.200979456,0.490653381,1.107479445,0.424918293,0.65566316,1.077147254,0.277555467,1.246260835,1,1,2,1,4,1,2,1,4,1,1,1,4,4,4,4,3,4,3,2,2,2,5,5,5,3,2,3,4,3,4
Human,A smart bag that emits a wifi signal when a laptop is removed,3,4,3,4,4,3,4,4,3,3,3,3,4,5,3,3,4,3,4,4,3,4,4,3,4,4,3,4,4,3,4,4,3,3,4,3,5,4,4,4,4,3,4,4,3,3,3,3,4,4,3,4,5,3,3,4,3,4,4,4,4,4,3,4,4,3,4,4,3,4,4,3,4,4,3,4,5,4,4,4,3,5,4,4,4,4,3,3,4,3,-0.795293394,0.08079952,-0.591750243,0.0412474,0.277555467,-0.693888666,0.298429487,0.274546344,-0.409233209,-1.362770288,-0.651331067,-0.85401682,-0.08079952,1.229193896,-0.493582681,-1.036293104,0.454256763,-0.53748385,-0.693888666,-0.043368042,-0.945610858,0.039410228,0.274546344,-0.476003698,0.274546344,0.19245009,-0.324854102,-0.089394597,0.210753673,-0.409233209,-0.424918293,-0.22210835,-0.938790549,-0.798522159,0.454256763,-0.409233209,1.072432395,0,0.667067669,-0.094866505,0.228149188,-0.915555491,-0.251699874,0.124626084,-0.712628905,-1.47981788,-0.476003698,-1.183500486,0.382154126,0.482739098,-0.588548685,-0.441510786,1.286268518,-0.679916323,-1.34882351,0.101484329,-0.849836586,-0.382154126,0.036369648,-0.039410228,-0.147937561,0.382154126,-0.409233209,0.114074594,0.443026755,4.62E-16,0.301813007,0.454256763,-0.511128441,0.052453053,0.277555467,-0.813656584,-0.17147434,0.22210835,-0.490653381,0.043368042,0.997008668,0.089394597,-0.424918293,-0.036369648,-0.997008668,1.036293104,0.200979456,0.490653381,-0.251699874,0.424918293,-0.524530528,-0.928575219,0.277555467,-0.997008668,1,4,3,3,4,2,3,3,4,1,2,2,4,5,5,5,3,4,2,3,4,3,4,4,2,4,4,3,3,3,3
Human,Backpack with a wireless charger to charge phone/laptop while not in use,3,2,2,5,3,4,4,2,3,4,2,3,5,3,3,4,3,3,5,3,3,4,3,3,4,3,3,5,3,3,5,4,4,4,3,3,5,3,3,4,2,3,4,3,4,5,2,3,5,2,4,5,3,3,4,3,3,5,3,4,4,3,3,5,3,3,4,3,3,4,3,3,5,3,3,4,3,4,4,3,3,5,3,3,5,3,3,5,3,4,-0.795293394,-2.100787525,-1.92318829,1.154927195,-0.971444133,0.867360833,0.298429487,-1.843382598,-0.409233209,0,-1.685798056,-0.85401682,1.009994002,-1.05964991,-0.493582681,0.23552116,-0.908513525,-0.53748385,0.867360833,-1.214305166,-0.945610858,0.039410228,-0.784418127,-0.476003698,0.274546344,-1.106588016,-0.324854102,1.117432456,-0.927316163,-0.409233209,0.849836586,-0.22210835,0.163267922,0.228149188,-0.908513525,-0.409233209,1.072432395,-1.087114613,-0.458609023,-0.094866505,-1.825193505,-0.915555491,-0.251699874,-0.997008668,0.419193474,0.679916323,-1.547012019,-1.183500486,1.671924303,-1.887071021,1.000532765,0.750568336,-0.884309606,-0.679916323,-0.210753673,-1.268554118,-0.849836586,0.90761605,-0.945610858,-0.039410228,-0.147937561,-0.90761605,-0.409233209,1.140745941,-1.052188544,4.62E-16,0.301813007,-0.908513525,-0.511128441,0.052453053,-0.971444133,-0.813656584,0.985977455,-0.977276739,-0.490653381,0.043368042,-1.246260835,0.089394597,-0.424918293,-1.018350154,-0.997008668,1.036293104,-0.884309606,-0.981306763,1.107479445,-0.849836586,-0.524530528,1.077147254,-0.971444133,0.124626084,1,5,2,3,4,4,1,3,3,4,2,2,4,4,2,2,3,3,3,4,1,3,4,3,3,4,3,4,3,3,3
Human,Necklace tied to maps that vibrates based on direction you have to move in,3,4,3,3,4,3,3,5,3,4,4,4,4,5,4,4,4,3,3,5,3,3,4,3,3,4,2,3,4,3,4,5,4,3,4,3,4,5,4,5,5,4,4,4,3,5,4,3,3,4,3,4,4,3,3,4,3,4,5,4,3,4,2,3,4,2,4,4,3,3,4,3,4,4,3,4,5,4,4,5,4,4,5,4,4,4,4,3,4,3,-0.795293394,0.08079952,-0.591750243,-1.072432395,0.277555467,-0.693888666,-0.70877003,1.333510815,-0.409233209,0,0.383135922,0.587136564,-0.08079952,1.229193896,0.53155058,0.23552116,0.454256763,-0.53748385,-2.255138166,1.127569083,-0.945610858,-1.024665927,0.274546344,-0.476003698,-0.784418127,0.19245009,-1.421236697,-1.296221649,0.210753673,-0.409233209,-0.424918293,0.977276739,0.163267922,-0.798522159,0.454256763,-0.409233209,-0.0412474,1.087114613,0.667067669,1.185831318,1.254820535,0.538562053,-0.251699874,0.124626084,-0.712628905,0.679916323,0.595004623,-1.183500486,-0.90761605,0.482739098,-0.588548685,-0.441510786,0.200979456,-0.679916323,-1.34882351,0.101484329,-0.849836586,-0.382154126,1.018350154,-0.039410228,-1.479375608,0.382154126,-1.790395291,-0.912596753,0.443026755,-1.040833,0.301813007,0.454256763,-0.511128441,-1.363779374,0.277555467,-0.813656584,-0.17147434,0.22210835,-0.490653381,0.043368042,0.997008668,0.089394597,-0.424918293,0.945610858,0.124626084,-0.23552116,1.286268518,0.490653381,-0.251699874,0.424918293,0.65566316,-0.928575219,0.277555467,-0.997008668,1,5,1,1,4,4,2,2,4,4,1,1,4,3,4,3,3,4,3,3,4,3,2,4,1,3,2,2,2,3,2
Human,Buttons/motion sensors on dining hall tables,2,4,2,2,3,2,2,4,2,3,4,3,2,4,2,2,3,2,3,4,3,2,3,2,3,4,3,2,3,2,3,4,3,2,3,2,2,4,2,3,4,3,3,4,3,3,3,3,2,4,2,4,4,3,4,4,3,3,4,3,3,4,3,2,3,1,2,3,2,3,4,3,2,4,2,2,4,2,3,4,3,3,4,3,3,4,2,2,4,2,-2.058406431,0.08079952,-1.92318829,-2.18611219,-0.971444133,-2.255138166,-1.715969547,0.274546344,-1.790395291,-1.362770288,0.383135922,-0.85401682,-2.262386565,0.084771993,-1.518715943,-2.308107367,-0.908513525,-2.1499354,-2.255138166,-0.043368042,-0.945610858,-2.088742083,-0.784418127,-1.547012019,-0.784418127,0.19245009,-0.324854102,-2.503048702,-0.927316163,-1.790395291,-1.699673171,-0.22210835,-0.938790549,-1.825193505,-0.908513525,-1.790395291,-2.26860699,0,-1.584285714,-1.375564329,0.228149188,-0.915555491,-1.610879193,0.124626084,-0.712628905,-1.47981788,-0.476003698,-1.183500486,-2.197386227,0.482739098,-2.177630136,-0.441510786,0.200979456,-0.679916323,-0.210753673,0.101484329,-0.849836586,-1.671924303,0.036369648,-1.103486383,-1.479375608,0.382154126,-0.409233209,-1.939268099,-1.052188544,-2.081665999,-2.02645876,-0.908513525,-1.765716434,-1.363779374,0.277555467,-0.813656584,-2.486377929,0.22210835,-1.962613526,-2.298506208,-0.124626084,-2.324259509,-1.699673171,-0.036369648,-0.997008668,-1.507335423,0.200979456,-0.981306763,-1.610879193,0.424918293,-1.704724217,-1.931436455,0.277555467,-2.11864342,1,4,2,2,4,1,2,3,4,1,1,3,4,4,4,4,3,4,3,3,2,2,3,3,1,4,4,4,3,3,3
Human,A physical measure of time to keep on your desk and keep you on track,4,2,3,4,2,4,4,2,3,4,2,3,2,2,2,3,2,3,5,2,3,3,2,3,3,2,3,4,2,2,5,3,4,4,2,3,3,2,2,2,2,2,3,2,2,5,2,4,4,2,3,5,2,3,5,3,4,5,2,4,4,2,3,3,2,2,4,2,3,4,3,3,3,2,2,3,3,3,5,2,4,3,2,2,4,2,3,4,2,4,0.467819644,-2.100787525,-0.591750243,0.0412474,-2.220443733,0.867360833,0.298429487,-1.843382598,-0.409233209,0,-1.685798056,-0.85401682,-2.262386565,-2.204071814,-1.518715943,-1.036293104,-2.271283813,-0.53748385,0.867360833,-2.385242291,-0.945610858,-1.024665927,-1.843382598,-0.476003698,-0.784418127,-2.405626122,-0.324854102,-0.089394597,-2.065385999,-1.790395291,0.849836586,-1.421493438,0.163267922,0.228149188,-2.271283813,-0.409233209,-1.154927195,-2.174229226,-1.584285714,-2.656262153,-1.825193505,-2.369673034,-1.610879193,-2.11864342,-1.844451284,0.679916323,-1.547012019,0.813656584,0.382154126,-1.887071021,-0.588548685,0.750568336,-1.969598669,-0.679916323,0.927316163,-1.268554118,0.424918293,0.90761605,-1.927591364,-0.039410228,-0.147937561,-2.197386227,-0.409233209,-0.912596753,-2.547403842,-1.040833,0.301813007,-2.271283813,-0.511128441,0.052453053,-0.971444133,-0.813656584,-1.328926134,-2.176661827,-1.962613526,-1.127569083,-1.246260835,-1.117432456,0.849836586,-2.00033066,0.124626084,-1.507335423,-1.969598669,-2.453266907,-0.251699874,-2.124591464,-0.524530528,0.074286017,-2.220443733,0.124626084,1,4,3,3,4,1,3,2,3,4,3,2,3,4,3,4,3,4,3,3,1,3,4,3,2,4,4,4,3,1,3
Human,Wearable that collects data on bus/train routes and alerts person when they are 5 min from stop to put away belongings,4,4,4,5,4,4,4,4,4,5,5,5,5,4,5,5,4,4,5,5,4,5,4,5,5,4,4,5,4,4,5,5,5,5,4,4,5,5,5,5,4,4,5,4,5,5,4,4,4,4,4,5,4,4,5,4,5,5,4,5,5,4,4,5,4,4,5,4,4,5,4,4,5,4,4,5,4,5,5,5,5,5,4,4,5,4,5,5,4,5,0.467819644,0.08079952,0.739687804,1.154927195,0.277555467,0.867360833,0.298429487,0.274546344,0.971928872,1.362770288,1.417602911,2.028289948,1.009994002,0.084771993,1.556683841,1.507335423,0.454256763,1.0749677,0.867360833,1.127569083,1.018350154,1.103486383,0.274546344,1.666012944,1.333510815,0.19245009,0.771528493,1.117432456,0.210753673,0.971928872,0.849836586,0.977276739,1.265326392,1.254820535,0.454256763,0.971928872,1.072432395,1.087114613,1.792744361,1.185831318,0.228149188,0.538562053,1.107479445,0.124626084,1.551015853,0.679916323,0.595004623,0.813656584,0.382154126,0.482739098,1.000532765,0.750568336,0.200979456,0.399950778,0.927316163,0.101484329,1.699673171,0.90761605,0.036369648,1.024665927,1.183500486,0.382154126,0.971928872,1.140745941,0.443026755,1.040833,1.46594889,0.454256763,0.743459551,1.468685479,0.277555467,1.183500486,0.985977455,0.22210835,0.981306763,1.214305166,-0.124626084,1.296221649,0.849836586,0.945610858,1.246260835,1.036293104,0.200979456,0.490653381,1.107479445,0.424918293,1.835856849,1.077147254,0.277555467,1.246260835,1,5,3,2,4,2,1,2,3,3,2,1,3,5,5,5,3,3,3,4,1,4,5,2,4,5,3,4,4,3,4
Human,A light (on a bracelet) that indicates wifi strength,3,4,3,4,4,3,3,4,3,4,4,4,4,4,3,4,4,3,4,4,3,4,4,3,4,4,3,4,4,3,4,4,3,3,4,3,4,4,3,4,4,3,4,3,3,3,4,3,4,4,3,4,4,3,3,4,3,4,5,4,4,4,3,4,4,3,4,4,4,4,4,3,4,4,3,4,4,4,4,4,3,4,4,4,4,4,3,4,4,4,-0.795293394,0.08079952,-0.591750243,0.0412474,0.277555467,-0.693888666,-0.70877003,0.274546344,-0.409233209,0,0.383135922,0.587136564,-0.08079952,0.084771993,-0.493582681,0.23552116,0.454256763,-0.53748385,-0.693888666,-0.043368042,-0.945610858,0.039410228,0.274546344,-0.476003698,0.274546344,0.19245009,-0.324854102,-0.089394597,0.210753673,-0.409233209,-0.424918293,-0.22210835,-0.938790549,-0.798522159,0.454256763,-0.409233209,-0.0412474,0,-0.458609023,-0.094866505,0.228149188,-0.915555491,-0.251699874,-0.997008668,-0.712628905,-1.47981788,0.595004623,-1.183500486,0.382154126,0.482739098,-0.588548685,-0.441510786,0.200979456,-0.679916323,-1.34882351,0.101484329,-0.849836586,-0.382154126,1.018350154,-0.039410228,-0.147937561,0.382154126,-0.409233209,0.114074594,0.443026755,4.62E-16,0.301813007,0.454256763,0.743459551,0.052453053,0.277555467,-0.813656584,-0.17147434,0.22210835,-0.490653381,0.043368042,-0.124626084,0.089394597,-0.424918293,-0.036369648,-0.997008668,-0.23552116,0.200979456,0.490653381,-0.251699874,0.424918293,-0.524530528,0.074286017,0.277555467,0.124626084,1,4,2,3,4,1,2,2,3,2,1,1,3,3,3,3,2,3,2,2,3,2,1,2,1,3,2,2,3,3,3
Human,Bracelet that electrocutes you if you don't go to sleep/wake up in time,2,3,2,3,4,3,3,3,3,4,4,3,3,4,3,3,3,2,4,4,3,2,2,2,2,3,2,3,4,2,3,2,2,3,3,2,2,3,2,3,2,3,3,3,3,3,3,3,3,3,3,2,3,2,3,4,2,3,3,2,3,3,2,2,3,1,2,2,2,3,3,3,3,4,3,2,2,2,3,3,2,3,3,3,3,2,2,2,3,2,-2.058406431,-1.009994002,-1.92318829,-1.072432395,0.277555467,-0.693888666,-0.70877003,-0.784418127,-0.409233209,0,0.383135922,-0.85401682,-1.171593043,0.084771993,-0.493582681,-1.036293104,-0.908513525,-2.1499354,-0.693888666,-0.043368042,-0.945610858,-2.088742083,-1.843382598,-1.547012019,-1.843382598,-1.106588016,-1.421236697,-1.296221649,0.210753673,-1.790395291,-1.699673171,-2.620878526,-2.040849019,-0.798522159,-0.908513525,-1.790395291,-2.26860699,-1.087114613,-1.584285714,-1.375564329,-1.825193505,-0.915555491,-1.610879193,-0.997008668,-0.712628905,-1.47981788,-0.476003698,-1.183500486,-0.90761605,-0.702165961,-0.588548685,-2.825669028,-0.884309606,-1.759783425,-1.34882351,0.101484329,-2.124591464,-1.671924303,-0.945610858,-2.167562539,-1.479375608,-0.90761605,-1.790395291,-1.939268099,-1.052188544,-2.081665999,-2.02645876,-2.271283813,-1.765716434,-1.363779374,-0.971444133,-0.813656584,-1.328926134,0.22210835,-0.490653381,-2.298506208,-2.367895587,-2.324259509,-1.699673171,-1.018350154,-2.11864342,-1.507335423,-0.884309606,-0.981306763,-1.610879193,-2.124591464,-1.704724217,-1.931436455,-0.971444133,-2.11864342,1,5,1,1,4,4,2,1,3,4,1,1,3,4,4,5,3,3,2,2,2,1,1,2,1,1,2,1,3,3,3
Human,Mouth guard or face mask that vibrates when you clench your jaw (for people who need to stop clenching),3,4,3,2,4,2,2,4,2,3,4,3,3,4,2,3,4,3,4,4,3,3,4,3,2,4,2,4,4,3,3,4,3,3,4,3,3,4,3,3,4,3,3,4,3,3,4,3,2,4,2,3,4,3,3,4,3,3,4,3,3,4,3,2,4,2,3,4,3,3,4,3,3,4,3,3,4,3,3,4,3,3,4,4,3,4,3,3,4,3,-0.795293394,0.08079952,-0.591750243,-2.18611219,0.277555467,-2.255138166,-1.715969547,0.274546344,-1.790395291,-1.362770288,0.383135922,-0.85401682,-1.171593043,0.084771993,-1.518715943,-1.036293104,0.454256763,-0.53748385,-0.693888666,-0.043368042,-0.945610858,-1.024665927,0.274546344,-0.476003698,-1.843382598,0.19245009,-1.421236697,-0.089394597,0.210753673,-0.409233209,-1.699673171,-0.22210835,-0.938790549,-0.798522159,0.454256763,-0.409233209,-1.154927195,0,-0.458609023,-1.375564329,0.228149188,-0.915555491,-1.610879193,0.124626084,-0.712628905,-1.47981788,0.595004623,-1.183500486,-2.197386227,0.482739098,-2.177630136,-1.633589907,0.200979456,-0.679916323,-1.34882351,0.101484329,-0.849836586,-1.671924303,0.036369648,-1.103486383,-1.479375608,0.382154126,-0.409233209,-1.939268099,0.443026755,-1.040833,-0.862322877,0.454256763,-0.511128441,-1.363779374,0.277555467,-0.813656584,-1.328926134,0.22210835,-0.490653381,-1.127569083,-0.124626084,-1.117432456,-1.699673171,-0.036369648,-0.997008668,-1.507335423,0.200979456,0.490653381,-1.610879193,0.424918293,-0.524530528,-0.928575219,0.277555467,-0.997008668,1,5,3,2,4,4,2,2,4,4,2,1,4,5,4,5,3,3,4,2,2,1,5,3,1,3,3,3,3,2,3
Human,Bag which locks after being open for too many hours- encouraging work life balance,4,5,4,4,4,4,4,4,4,5,5,4,5,5,5,4,4,4,5,5,4,4,5,4,4,5,4,4,4,3,5,5,5,4,4,4,4,5,4,4,4,4,4,4,3,5,4,4,4,4,4,4,4,4,5,4,4,5,5,5,4,4,4,5,4,4,4,4,4,4,4,4,4,5,4,4,5,4,5,5,5,5,5,5,4,5,4,4,4,4,0.467819644,1.171593043,0.739687804,0.0412474,0.277555467,0.867360833,0.298429487,0.274546344,0.971928872,1.362770288,1.417602911,0.587136564,1.009994002,1.229193896,1.556683841,0.23552116,0.454256763,1.0749677,0.867360833,1.127569083,1.018350154,0.039410228,1.333510815,0.595004623,0.274546344,1.491488195,0.771528493,-0.089394597,0.210753673,-0.409233209,0.849836586,0.977276739,1.265326392,0.228149188,0.454256763,0.971928872,-0.0412474,1.087114613,0.667067669,-0.094866505,0.228149188,0.538562053,-0.251699874,0.124626084,-0.712628905,0.679916323,0.595004623,0.813656584,0.382154126,0.482739098,1.000532765,-0.441510786,0.200979456,0.399950778,0.927316163,0.101484329,0.424918293,0.90761605,1.018350154,1.024665927,-0.147937561,0.382154126,0.971928872,1.140745941,0.443026755,1.040833,0.301813007,0.454256763,0.743459551,0.052453053,0.277555467,1.183500486,-0.17147434,1.421493438,0.981306763,0.043368042,0.997008668,0.089394597,0.849836586,0.945610858,1.246260835,1.036293104,1.286268518,1.962613526,-0.251699874,1.699673171,0.65566316,0.074286017,0.277555467,0.124626084,1,1,3,2,3,1,3,2,3,1,3,1,3,5,5,5,3,3,2,3,2,3,1,2,1,2,3,1,3,4,3
Human,Bag that blocks work websites in set leisure spaces,5,5,5,5,5,4,5,4,4,4,4,4,5,4,4,4,4,4,5,5,4,5,5,5,5,5,5,4,4,4,5,5,5,5,4,4,5,5,5,5,5,5,5,5,4,5,4,4,4,4,4,5,5,5,5,4,4,5,5,5,5,4,4,5,4,4,4,4,4,4,4,4,5,4,4,5,5,5,5,5,5,4,4,4,5,4,4,5,5,5,1.730932681,1.171593043,2.071125851,1.154927195,1.526555066,0.867360833,1.305629004,0.274546344,0.971928872,0,0.383135922,0.587136564,1.009994002,0.084771993,0.53155058,0.23552116,0.454256763,1.0749677,0.867360833,1.127569083,1.018350154,1.103486383,1.333510815,1.666012944,1.333510815,1.491488195,1.867911088,-0.089394597,0.210753673,0.971928872,0.849836586,0.977276739,1.265326392,1.254820535,0.454256763,0.971928872,1.072432395,1.087114613,1.792744361,1.185831318,1.254820535,1.992679597,1.107479445,1.246260835,0.419193474,0.679916323,0.595004623,0.813656584,0.382154126,0.482739098,1.000532765,0.750568336,1.286268518,1.47981788,0.927316163,0.101484329,0.424918293,0.90761605,1.018350154,1.024665927,1.183500486,0.382154126,0.971928872,1.140745941,0.443026755,1.040833,0.301813007,0.454256763,0.743459551,0.052453053,0.277555467,1.183500486,0.985977455,0.22210835,0.981306763,1.214305166,0.997008668,1.296221649,0.849836586,0.945610858,1.246260835,-0.23552116,0.200979456,0.490653381,1.107479445,0.424918293,0.65566316,1.077147254,1.526555066,1.246260835,1,5,3,4,4,4,1,3,3,4,2,3,4,5,4,5,3,2,3,3,3,3,1,2,1,3,3,2,4,2,4
Human,Tamagotchi-like pet that's tied to a pomodoro system,4,5,4,4,5,4,4,5,4,5,5,5,4,5,4,3,5,3,5,5,4,4,5,4,4,5,4,4,5,4,5,5,5,5,5,4,4,5,4,4,5,4,4,5,4,5,5,4,4,5,4,5,5,5,5,5,4,5,5,5,4,5,3,4,5,4,3,5,4,4,5,4,4,5,4,4,5,4,5,5,5,4,5,4,4,5,4,4,5,4,0.467819644,1.171593043,0.739687804,0.0412474,1.526555066,0.867360833,0.298429487,1.333510815,0.971928872,1.362770288,1.417602911,2.028289948,-0.08079952,1.229193896,0.53155058,-1.036293104,1.81702705,-0.53748385,0.867360833,1.127569083,1.018350154,0.039410228,1.333510815,0.595004623,0.274546344,1.491488195,0.771528493,-0.089394597,1.34882351,0.971928872,0.849836586,0.977276739,1.265326392,1.254820535,1.81702705,0.971928872,-0.0412474,1.087114613,0.667067669,-0.094866505,1.254820535,0.538562053,-0.251699874,1.246260835,0.419193474,0.679916323,1.666012944,0.813656584,0.382154126,1.667644158,1.000532765,0.750568336,1.286268518,1.47981788,0.927316163,1.471522777,0.424918293,0.90761605,1.018350154,1.024665927,-0.147937561,1.671924303,-0.409233209,0.114074594,1.938242054,1.040833,-0.862322877,1.81702705,0.743459551,0.052453053,1.526555066,1.183500486,-0.17147434,1.421493438,0.981306763,0.043368042,0.997008668,0.089394597,0.849836586,0.945610858,1.246260835,-0.23552116,1.286268518,0.490653381,-0.251699874,1.699673171,0.65566316,0.074286017,1.526555066,0.124626084,1,1,3,1,3,1,3,1,4,1,3,1,4,4,4,4,2,2,2,2,3,3,1,1,1,4,4,4,3,2,3
Human,Attachment for laptop that detects the light levels in the space and changes screen brightness and color settings to reduce eye-strain and sleep disruption,4,4,4,5,4,4,4,4,4,5,4,4,5,4,5,4,4,4,5,4,4,5,4,5,5,4,5,5,4,5,5,4,4,5,4,4,5,4,4,5,4,5,5,4,5,5,4,4,4,3,4,5,4,5,5,4,5,5,4,5,4,3,3,4,4,4,5,4,5,5,4,4,5,3,4,5,4,5,5,4,4,5,4,4,5,4,5,5,4,5,0.467819644,0.08079952,0.739687804,1.154927195,0.277555467,0.867360833,0.298429487,0.274546344,0.971928872,1.362770288,0.383135922,0.587136564,1.009994002,0.084771993,1.556683841,0.23552116,0.454256763,1.0749677,0.867360833,-0.043368042,1.018350154,1.103486383,0.274546344,1.666012944,1.333510815,0.19245009,1.867911088,1.117432456,0.210753673,2.353090954,0.849836586,-0.22210835,0.163267922,1.254820535,0.454256763,0.971928872,1.072432395,0,0.667067669,1.185831318,0.228149188,1.992679597,1.107479445,0.124626084,1.551015853,0.679916323,0.595004623,0.813656584,0.382154126,-0.702165961,1.000532765,0.750568336,0.200979456,1.47981788,0.927316163,0.101484329,1.699673171,0.90761605,0.036369648,1.024665927,-0.147937561,-0.90761605,-0.409233209,0.114074594,0.443026755,1.040833,1.46594889,0.454256763,1.998047544,1.468685479,0.277555467,1.183500486,0.985977455,-0.977276739,0.981306763,1.214305166,-0.124626084,1.296221649,0.849836586,-0.036369648,0.124626084,1.036293104,0.200979456,0.490653381,1.107479445,0.424918293,1.835856849,1.077147254,0.277555467,1.246260835,1,4,2,3,4,1,1,2,4,1,2,2,4,4,3,3,3,3,4,3,1,3,3,3,3,4,3,4,3,2,3
Human,Pockets in bag/jacket that detect when phone is inside and automatically places phone on Do Not Disturb for uninterrupted work,5,4,4,5,4,4,5,4,4,5,4,4,5,4,4,5,4,4,5,4,4,5,4,5,5,4,4,5,4,4,5,5,5,5,4,4,5,4,4,5,4,4,5,4,4,5,4,4,5,4,4,5,5,5,5,4,4,5,5,5,5,4,4,5,4,4,5,4,4,5,4,4,5,4,4,5,5,5,5,5,5,5,4,4,5,4,4,5,4,5,1.730932681,0.08079952,0.739687804,1.154927195,0.277555467,0.867360833,1.305629004,0.274546344,0.971928872,1.362770288,0.383135922,0.587136564,1.009994002,0.084771993,0.53155058,1.507335423,0.454256763,1.0749677,0.867360833,-0.043368042,1.018350154,1.103486383,0.274546344,1.666012944,1.333510815,0.19245009,0.771528493,1.117432456,0.210753673,0.971928872,0.849836586,0.977276739,1.265326392,1.254820535,0.454256763,0.971928872,1.072432395,0,0.667067669,1.185831318,0.228149188,0.538562053,1.107479445,0.124626084,0.419193474,0.679916323,0.595004623,0.813656584,1.671924303,0.482739098,1.000532765,0.750568336,1.286268518,1.47981788,0.927316163,0.101484329,0.424918293,0.90761605,1.018350154,1.024665927,1.183500486,0.382154126,0.971928872,1.140745941,0.443026755,1.040833,1.46594889,0.454256763,0.743459551,1.468685479,0.277555467,1.183500486,0.985977455,0.22210835,0.981306763,1.214305166,0.997008668,1.296221649,0.849836586,0.945610858,1.246260835,1.036293104,0.200979456,0.490653381,1.107479445,0.424918293,0.65566316,1.077147254,0.277555467,1.246260835,1,2,2,2,4,2,3,2,4,2,2,2,4,5,5,5,4,3,3,3,2,3,4,3,2,3,2,2,4,3,4
