word,POS,wordCount-Chat,percent_of_total-Chat,POS-Chat,wordCount_y,percent_of_total_y,POS-Human,wordCount-Human,percent_of_total-Human
side,NOUN,1,0.1031991744066047,,,,NOUN,1.0,0.1620745542949757
shakey,ADJ,1,0.1031991744066047,,,,ADJ,1.0,0.1620745542949757
recognition,NOUN,1,0.1031991744066047,NOUN,1.0,0.2840909090909091,,,
sunlight,NOUN,1,0.1031991744066047,,,,NOUN,1.0,0.1620745542949757
sunlightcoffeeshopcheerful,ADJ,1,0.1031991744066047,,,,ADJ,1.0,0.1620745542949757
support,NOUN,1,0.1031991744066047,,,,NOUN,1.0,0.1620745542949757
setup,NOUN,1,0.1031991744066047,,,,NOUN,1.0,0.1620745542949757
supportive,ADJ,1,0.1031991744066047,ADJ,1.0,0.2840909090909091,,,
sure,ADJ,1,0.1031991744066047,ADJ,1.0,0.2840909090909091,,,
skin,NOUN,1,0.1031991744066047,NOUN,1.0,0.2840909090909091,,,
slider,NOUN,1,0.1031991744066047,NOUN,1.0,0.2840909090909091,,,
strength,NOUN,1,0.1031991744066047,,,,NOUN,1.0,0.1620745542949757
small,ADJ,1,0.1031991744066047,ADJ,1.0,0.2840909090909091,,,
stoplike,NOUN,1,0.1031991744066047,,,,NOUN,1.0,0.1620745542949757
stop,NOUN,1,0.1031991744066047,,,,NOUN,1.0,0.1620745542949757
smooth,ADJ,1,0.1031991744066047,ADJ,1.0,0.2840909090909091,,,
smth,NOUN,1,0.1031991744066047,,,,NOUN,1.0,0.1620745542949757
sticky,ADJ,1,0.1031991744066047,,,,ADJ,1.0,0.1620745542949757
software,NOUN,1,0.1031991744066047,NOUN,1.0,0.2840909090909091,,,
solution,NOUN,1,0.1031991744066047,NOUN,1.0,0.2840909090909091,,,
stay,NOUN,1,0.1031991744066047,NOUN,1.0,0.2840909090909091,,,
stand,NOUN,1,0.1031991744066047,,,,NOUN,1.0,0.1620745542949757
stable,ADJ,1,0.1031991744066047,,,,ADJ,1.0,0.1620745542949757
stabilizer,NOUN,1,0.1031991744066047,,,,NOUN,1.0,0.1620745542949757
specialized,ADJ,1,0.1031991744066047,,,,ADJ,1.0,0.1620745542949757
stabilization,NOUN,1,0.1031991744066047,,,,NOUN,1.0,0.1620745542949757
set,ADJ,1,0.1031991744066047,,,,ADJ,1.0,0.1620745542949757
session,NOUN,1,0.1031991744066047,NOUN,1.0,0.2840909090909091,,,
surrounding,NOUN,1,0.1031991744066047,,,,NOUN,1.0,0.1620745542949757
ride,NOUN,1,0.1031991744066047,,,,NOUN,1.0,0.1620745542949757
rectangular,ADJ,1,0.1031991744066047,ADJ,1.0,0.2840909090909091,,,
red,NOUN,1,0.1031991744066047,,,,NOUN,1.0,0.1620745542949757
reduction,NOUN,1,0.1031991744066047,,,,NOUN,1.0,0.1620745542949757
spot,NOUN,1,0.1031991744066047,,,,NOUN,1.0,0.1620745542949757
trainsubway,NOUN,1,0.1031991744066047,,,,NOUN,1.0,0.1620745542949757
tracking,NOUN,1,0.1031991744066047,,,,NOUN,1.0,0.1620745542949757
relaxed,ADJ,1,0.1031991744066047,ADJ,1.0,0.2840909090909091,,,
relaxing,ADJ,1,0.1031991744066047,ADJ,1.0,0.2840909090909091,,,
relief,NOUN,1,0.1031991744066047,,,,NOUN,1.0,0.1620745542949757
toy,NOUN,1,0.1031991744066047,,,,NOUN,1.0,0.1620745542949757
replicate,ADJ,1,0.1031991744066047,,,,ADJ,1.0,0.1620745542949757
response,NOUN,1,0.1031991744066047,,,,NOUN,1.0,0.1620745542949757
topic,NOUN,1,0.1031991744066047,,,,NOUN,1.0,0.1620745542949757
top,NOUN,1,0.1031991744066047,NOUN,1.0,0.2840909090909091,,,
togetherness,NOUN,1,0.1031991744066047,,,,NOUN,1.0,0.1620745542949757
sensory,ADJ,1,0.1031991744066047,,,,ADJ,1.0,0.1620745542949757
tissue,NOUN,1,0.1031991744066047,NOUN,1.0,0.2840909090909091,,,
threshold,NOUN,1,0.1031991744066047,NOUN,1.0,0.2840909090909091,,,
round,ADJ,1,0.1031991744066047,ADJ,1.0,0.2840909090909091,,,
therapist,NOUN,1,0.1031991744066047,,,,NOUN,1.0,0.1620745542949757
router,NOUN,1,0.1031991744066047,NOUN,1.0,0.2840909090909091,,,
routine,ADJ,1,0.1031991744066047,,,,ADJ,1.0,0.1620745542949757
techfunctionality,NOUN,1,0.1031991744066047,,,,NOUN,1.0,0.1620745542949757
tangent,NOUN,1,0.1031991744066047,,,,NOUN,1.0,0.1620745542949757
tamogatchilike,ADJ,1,0.1031991744066047,,,,ADJ,1.0,0.1620745542949757
tablet,NOUN,1,0.1031991744066047,NOUN,1.0,0.2840909090909091,,,
system,NOUN,1,0.1031991744066047,,,,NOUN,1.0,0.1620745542949757
sensation,NOUN,1,0.1031991744066047,,,,NOUN,1.0,0.1620745542949757
sensitiveconfidential,ADJ,1,0.1031991744066047,,,,ADJ,1.0,0.1620745542949757
symptom,NOUN,1,0.1031991744066047,NOUN,1.0,0.2840909090909091,,,
personality,NOUN,1,0.1031991744066047,,,,NOUN,1.0,0.1620745542949757
ability,NOUN,1,0.1031991744066047,NOUN,1.0,0.2840909090909091,,,
peripheral,NOUN,1,0.1031991744066047,,,,NOUN,1.0,0.1620745542949757
commute,NOUN,1,0.1031991744066047,NOUN,1.0,0.2840909090909091,,,
cool,ADJ,1,0.1031991744066047,ADJ,1.0,0.2840909090909091,,,
conversation,NOUN,1,0.1031991744066047,,,,NOUN,1.0,0.1620745542949757
convenient,ADJ,1,0.1031991744066047,,,,ADJ,1.0,0.1620745542949757
contact,NOUN,1,0.1031991744066047,,,,NOUN,1.0,0.1620745542949757
connection,NOUN,1,0.1031991744066047,,,,NOUN,1.0,0.1620745542949757
conductance,NOUN,1,0.1031991744066047,NOUN,1.0,0.2840909090909091,,,
computing,NOUN,1,0.1031991744066047,,,,NOUN,1.0,0.1620745542949757
competition,NOUN,1,0.1031991744066047,,,,NOUN,1.0,0.1620745542949757
commuting,NOUN,1,0.1031991744066047,,,,NOUN,1.0,0.1620745542949757
commuter,NOUN,1,0.1031991744066047,,,,NOUN,1.0,0.1620745542949757
communication,NOUN,1,0.1031991744066047,,,,NOUN,1.0,0.1620745542949757
perfect,ADJ,1,0.1031991744066047,ADJ,1.0,0.2840909090909091,,,
common,ADJ,1,0.1031991744066047,,,,ADJ,1.0,0.1620745542949757
comfort,NOUN,1,0.1031991744066047,NOUN,1.0,0.2840909090909091,,,
combination,NOUN,1,0.1031991744066047,NOUN,1.0,0.2840909090909091,,,
collapsible,ADJ,1,0.1031991744066047,,,,ADJ,1.0,0.1620745542949757
collaboration,NOUN,1,0.1031991744066047,,,,NOUN,1.0,0.1620745542949757
collaborate,ADJ,1,0.1031991744066047,,,,ADJ,1.0,0.1620745542949757
coffeeshop,NOUN,1,0.1031991744066047,NOUN,1.0,0.2840909090909091,,,
clipboard,NOUN,1,0.1031991744066047,,,,NOUN,1.0,0.1620745542949757
class,NOUN,1,0.1031991744066047,,,,NOUN,1.0,0.1620745542949757
child,NOUN,1,0.1031991744066047,,,,NOUN,1.0,0.1620745542949757
cozy,ADJ,1,0.1031991744066047,ADJ,1.0,0.2840909090909091,,,
crack,NOUN,1,0.1031991744066047,,,,NOUN,1.0,0.1620745542949757
cycle,NOUN,1,0.1031991744066047,NOUN,1.0,0.2840909090909091,,,
cylindrical,ADJ,1,0.1031991744066047,ADJ,1.0,0.2840909090909091,,,
emotion,NOUN,1,0.1031991744066047,,,,NOUN,1.0,0.1620745542949757
easy,ADJ,1,0.1031991744066047,,,,ADJ,1.0,0.1620745542949757
earring,NOUN,1,0.1031991744066047,,,,NOUN,1.0,0.1620745542949757
earpieceearbud,NOUN,1,0.1031991744066047,,,,NOUN,1.0,0.1620745542949757
duration,NOUN,1,0.1031991744066047,NOUN,1.0,0.2840909090909091,,,
durable,ADJ,1,0.1031991744066047,ADJ,1.0,0.2840909090909091,,,
drink,NOUN,1,0.1031991744066047,,,,NOUN,1.0,0.1620745542949757
document,NOUN,1,0.1031991744066047,,,,NOUN,1.0,0.1620745542949757
dnd,NOUN,1,0.1031991744066047,,,,NOUN,1.0,0.1620745542949757
direction,NOUN,1,0.1031991744066047,,,,NOUN,1.0,0.1620745542949757
dining,NOUN,1,0.1031991744066047,,,,NOUN,1.0,0.1620745542949757
diameter,NOUN,1,0.1031991744066047,NOUN,1.0,0.2840909090909091,,,
dial,NOUN,1,0.1031991744066047,NOUN,1.0,0.2840909090909091,,,
design,NOUN,1,0.1031991744066047,NOUN,1.0,0.2840909090909091,,,
deep,ADJ,1,0.1031991744066047,ADJ,1.0,0.2840909090909091,,,
deadline,NOUN,1,0.1031991744066047,,,,NOUN,1.0,0.1620745542949757
daytoday,NOUN,1,0.1031991744066047,NOUN,1.0,0.2840909090909091,,,
daylight,NOUN,1,0.1031991744066047,NOUN,1.0,0.2840909090909091,,,
datum,NOUN,1,0.1031991744066047,,,,NOUN,1.0,0.1620745542949757
darklight,ADJ,1,0.1031991744066047,,,,ADJ,1.0,0.1620745542949757
danger,NOUN,1,0.1031991744066047,,,,NOUN,1.0,0.1620745542949757
checklist,NOUN,1,0.1031991744066047,,,,NOUN,1.0,0.1620745542949757
check,NOUN,1,0.1031991744066047,,,,NOUN,1.0,0.1620745542949757
charger,NOUN,1,0.1031991744066047,,,,NOUN,1.0,0.1620745542949757
base,NOUN,1,0.1031991744066047,NOUN,1.0,0.2840909090909091,,,
balance,NOUN,1,0.1031991744066047,,,,NOUN,1.0,0.1620745542949757
bagjacket,NOUN,1,0.1031991744066047,,,,NOUN,1.0,0.1620745542949757
bad,ADJ,1,0.1031991744066047,ADJ,1.0,0.2840909090909091,,,
back,NOUN,1,0.1031991744066047,,,,NOUN,1.0,0.1620745542949757
aware,ADJ,1,0.1031991744066047,,,,ADJ,1.0,0.1620745542949757
awake,ADJ,1,0.1031991744066047,,,,ADJ,1.0,0.1620745542949757
augmented,ADJ,1,0.1031991744066047,ADJ,1.0,0.2840909090909091,,,
assistant,NOUN,1,0.1031991744066047,,,,NOUN,1.0,0.1620745542949757
arvr,NOUN,1,0.1031991744066047,,,,NOUN,1.0,0.1620745542949757
art,NOUN,1,0.1031991744066047,,,,NOUN,1.0,0.1620745542949757
approachable,ADJ,1,0.1031991744066047,,,,ADJ,1.0,0.1620745542949757
anxiety,NOUN,1,0.1031991744066047,,,,NOUN,1.0,0.1620745542949757
ambient,ADJ,1,0.1031991744066047,ADJ,1.0,0.2840909090909091,,,
ambiance,NOUN,1,0.1031991744066047,,,,NOUN,1.0,0.1620745542949757
alone,ADJ,1,0.1031991744066047,,,,ADJ,1.0,0.1620745542949757
alarm,NOUN,1,0.1031991744066047,,,,NOUN,1.0,0.1620745542949757
affective,ADJ,1,0.1031991744066047,,,,ADJ,1.0,0.1620745542949757
advice,NOUN,1,0.1031991744066047,NOUN,1.0,0.2840909090909091,,,
activist,NOUN,1,0.1031991744066047,,,,NOUN,1.0,0.1620745542949757
accountabilitybuddy,NOUN,1,0.1031991744066047,,,,NOUN,1.0,0.1620745542949757
access,NOUN,1,0.1031991744066047,NOUN,1.0,0.2840909090909091,,,
band,NOUN,1,0.1031991744066047,,,,NOUN,1.0,0.1620745542949757
bathroom,NOUN,1,0.1031991744066047,,,,NOUN,1.0,0.1620745542949757
changing,NOUN,1,0.1031991744066047,NOUN,1.0,0.2840909090909091,,,
belonging,NOUN,1,0.1031991744066047,,,,NOUN,1.0,0.1620745542949757
change,NOUN,1,0.1031991744066047,,,,NOUN,1.0,0.1620745542949757
chair,NOUN,1,0.1031991744066047,,,,NOUN,1.0,0.1620745542949757
case,NOUN,1,0.1031991744066047,,,,NOUN,1.0,0.1620745542949757
capacity,NOUN,1,0.1031991744066047,,,,NOUN,1.0,0.1620745542949757
calming,ADJ,1,0.1031991744066047,ADJ,1.0,0.2840909090909091,,,
cafe,NOUN,1,0.1031991744066047,NOUN,1.0,0.2840909090909091,,,
buttonsmotion,NOUN,1,0.1031991744066047,,,,NOUN,1.0,0.1620745542949757
bustrain,ADJ,1,0.1031991744066047,,,,ADJ,1.0,0.1620745542949757
bumpy,ADJ,1,0.1031991744066047,,,,ADJ,1.0,0.1620745542949757
buddy,NOUN,1,0.1031991744066047,,,,NOUN,1.0,0.1620745542949757
brightness,NOUN,1,0.1031991744066047,,,,NOUN,1.0,0.1620745542949757
bright,ADJ,1,0.1031991744066047,ADJ,1.0,0.2840909090909091,,,
breathing,NOUN,1,0.1031991744066047,,,,NOUN,1.0,0.1620745542949757
breathable,ADJ,1,0.1031991744066047,ADJ,1.0,0.2840909090909091,,,
breakseat,NOUN,1,0.1031991744066047,,,,NOUN,1.0,0.1620745542949757
brainstorming,NOUN,1,0.1031991744066047,NOUN,1.0,0.2840909090909091,,,
box,NOUN,1,0.1031991744066047,NOUN,1.0,0.2840909090909091,,,
bot,NOUN,1,0.1031991744066047,,,,NOUN,1.0,0.1620745542949757
body,NOUN,1,0.1031991744066047,NOUN,1.0,0.2840909090909091,,,
board,NOUN,1,0.1031991744066047,,,,NOUN,1.0,0.1620745542949757
block,NOUN,1,0.1031991744066047,,,,NOUN,1.0,0.1620745542949757
emotional,ADJ,1,0.1031991744066047,,,,ADJ,1.0,0.1620745542949757
entry,NOUN,1,0.1031991744066047,,,,NOUN,1.0,0.1620745542949757
environmental,ADJ,1,0.1031991744066047,,,,ADJ,1.0,0.1620745542949757
most,ADJ,1,0.1031991744066047,,,,ADJ,1.0,0.1620745542949757
metal,NOUN,1,0.1031991744066047,NOUN,1.0,0.2840909090909091,,,
melatonin,NOUN,1,0.1031991744066047,,,,NOUN,1.0,0.1620745542949757
meeting,NOUN,1,0.1031991744066047,,,,NOUN,1.0,0.1620745542949757
mechanic,NOUN,1,0.1031991744066047,,,,NOUN,1.0,0.1620745542949757
map,NOUN,1,0.1031991744066047,,,,NOUN,1.0,0.1620745542949757
low,ADJ,1,0.1031991744066047,ADJ,1.0,0.2840909090909091,,,
loss,NOUN,1,0.1031991744066047,,,,NOUN,1.0,0.1620745542949757
locket,NOUN,1,0.1031991744066047,,,,NOUN,1.0,0.1620745542949757
location,NOUN,1,0.1031991744066047,NOUN,1.0,0.2840909090909091,,,
local,ADJ,1,0.1031991744066047,,,,ADJ,1.0,0.1620745542949757
lighting,NOUN,1,0.1031991744066047,,,,NOUN,1.0,0.1620745542949757
lightdarkness,ADJ,1,0.1031991744066047,,,,ADJ,1.0,0.1620745542949757
life,NOUN,1,0.1031991744066047,,,,NOUN,1.0,0.1620745542949757
librarycoffeeshop,NOUN,1,0.1031991744066047,,,,NOUN,1.0,0.1620745542949757
length,NOUN,1,0.1031991744066047,NOUN,1.0,0.2840909090909091,,,
leisure,NOUN,1,0.1031991744066047,,,,NOUN,1.0,0.1620745542949757
led,NOUN,1,0.1031991744066047,NOUN,1.0,0.2840909090909091,,,
lamp,NOUN,1,0.1031991744066047,NOUN,1.0,0.2840909090909091,,,
knob,NOUN,1,0.1031991744066047,NOUN,1.0,0.2840909090909091,,,
kind,NOUN,1,0.1031991744066047,,,,NOUN,1.0,0.1620745542949757
journal,NOUN,1,0.1031991744066047,,,,NOUN,1.0,0.1620745542949757
microtask,NOUN,1,0.1031991744066047,,,,NOUN,1.0,0.1620745542949757
mousekeyboard,NOUN,1,0.1031991744066047,,,,NOUN,1.0,0.1620745542949757
jaw,NOUN,1,0.1031991744066047,,,,NOUN,1.0,0.1620745542949757
move,NOUN,1,0.1031991744066047,,,,NOUN,1.0,0.1620745542949757
pencil,NOUN,1,0.1031991744066047,,,,NOUN,1.0,0.1620745542949757
pattern,NOUN,1,0.1031991744066047,,,,NOUN,1.0,0.1620745542949757
parent,NOUN,1,0.1031991744066047,,,,NOUN,1.0,0.1620745542949757
panel,NOUN,1,0.1031991744066047,NOUN,1.0,0.2840909090909091,,,
pair,NOUN,1,0.1031991744066047,NOUN,1.0,0.2840909090909091,,,
pad,NOUN,1,0.1031991744066047,,,,NOUN,1.0,0.1620745542949757
own,ADJ,1,0.1031991744066047,,,,ADJ,1.0,0.1620745542949757
overwhelming,ADJ,1,0.1031991744066047,,,,ADJ,1.0,0.1620745542949757
organization,NOUN,1,0.1031991744066047,,,,NOUN,1.0,0.1620745542949757
open,ADJ,1,0.1031991744066047,,,,ADJ,1.0,0.1620745542949757
online,ADJ,1,0.1031991744066047,,,,ADJ,1.0,0.1620745542949757
occupant,NOUN,1,0.1031991744066047,,,,NOUN,1.0,0.1620745542949757
note,NOUN,1,0.1031991744066047,,,,NOUN,1.0,0.1620745542949757
new,ADJ,1,0.1031991744066047,,,,ADJ,1.0,0.1620745542949757
need,NOUN,1,0.1031991744066047,,,,NOUN,1.0,0.1620745542949757
neckshoulder,NOUN,1,0.1031991744066047,,,,NOUN,1.0,0.1620745542949757
neck,NOUN,1,0.1031991744066047,,,,NOUN,1.0,0.1620745542949757
music,NOUN,1,0.1031991744066047,NOUN,1.0,0.2840909090909091,,,
muscle,NOUN,1,0.1031991744066047,NOUN,1.0,0.2840909090909091,,,
multitouch,ADJ,1,0.1031991744066047,ADJ,1.0,0.2840909090909091,,,
much,ADJ,1,0.1031991744066047,,,,ADJ,1.0,0.1620745542949757
jazz,NOUN,1,0.1031991744066047,NOUN,1.0,0.2840909090909091,,,
jacketvest,NOUN,1,0.1031991744066047,,,,NOUN,1.0,0.1620745542949757
ergonomic,ADJ,1,0.1031991744066047,ADJ,1.0,0.2840909090909091,,,
focused,ADJ,1,0.1031991744066047,ADJ,1.0,0.2840909090909091,,,
foam,NOUN,1,0.1031991744066047,NOUN,1.0,0.2840909090909091,,,
flight,NOUN,1,0.1031991744066047,,,,NOUN,1.0,0.1620745542949757
flashcard,NOUN,1,0.1031991744066047,,,,NOUN,1.0,0.1620745542949757
finish,NOUN,1,0.1031991744066047,NOUN,1.0,0.2840909090909091,,,
file,NOUN,1,0.1031991744066047,,,,NOUN,1.0,0.1620745542949757
field,NOUN,1,0.1031991744066047,,,,NOUN,1.0,0.1620745542949757
feature,NOUN,1,0.1031991744066047,,,,NOUN,1.0,0.1620745542949757
favorite,ADJ,1,0.1031991744066047,,,,ADJ,1.0,0.1620745542949757
fact,NOUN,1,0.1031991744066047,,,,NOUN,1.0,0.1620745542949757
facilitation,NOUN,1,0.1031991744066047,,,,NOUN,1.0,0.1620745542949757
facial,ADJ,1,0.1031991744066047,ADJ,1.0,0.2840909090909091,,,
face,NOUN,1,0.1031991744066047,,,,NOUN,1.0,0.1620745542949757
fabric,NOUN,1,0.1031991744066047,NOUN,1.0,0.2840909090909091,,,
ez,NOUN,1,0.1031991744066047,,,,NOUN,1.0,0.1620745542949757
eyestrain,NOUN,1,0.1031991744066047,,,,NOUN,1.0,0.1620745542949757
eye,NOUN,1,0.1031991744066047,,,,NOUN,1.0,0.1620745542949757
experience,NOUN,1,0.1031991744066047,,,,NOUN,1.0,0.1620745542949757
exercise,NOUN,1,0.1031991744066047,,,,NOUN,1.0,0.1620745542949757
exchange,NOUN,1,0.1031991744066047,,,,NOUN,1.0,0.1620745542949757
exam,NOUN,1,0.1031991744066047,,,,NOUN,1.0,0.1620745542949757
everytime,NOUN,1,0.1031991744066047,,,,NOUN,1.0,0.1620745542949757
focus,NOUN,1,0.1031991744066047,,,,NOUN,1.0,0.1620745542949757
forearm,ADJ,1,0.1031991744066047,ADJ,1.0,0.2840909090909091,,,
jacketsweater,NOUN,1,0.1031991744066047,,,,NOUN,1.0,0.1620745542949757
form,NOUN,1,0.1031991744066047,,,,NOUN,1.0,0.1620745542949757
interval,NOUN,1,0.1031991744066047,,,,NOUN,1.0,0.1620745542949757
input,NOUN,1,0.1031991744066047,,,,NOUN,1.0,0.1620745542949757
indooroutdoor,NOUN,1,0.1031991744066047,,,,NOUN,1.0,0.1620745542949757
hydrated,ADJ,1,0.1031991744066047,,,,ADJ,1.0,0.1620745542949757
hotel,NOUN,1,0.1031991744066047,,,,NOUN,1.0,0.1620745542949757
high,ADJ,1,0.1031991744066047,,,,ADJ,1.0,0.1620745542949757
help,NOUN,1,0.1031991744066047,NOUN,1.0,0.2840909090909091,,,
height,NOUN,1,0.1031991744066047,NOUN,1.0,0.2840909090909091,,,
headset,NOUN,1,0.1031991744066047,,,,NOUN,1.0,0.1620745542949757
hard,ADJ,1,0.1031991744066047,,,,ADJ,1.0,0.1620745542949757
hall,NOUN,1,0.1031991744066047,,,,NOUN,1.0,0.1620745542949757
gym,NOUN,1,0.1031991744066047,,,,NOUN,1.0,0.1620745542949757
guard,NOUN,1,0.1031991744066047,,,,NOUN,1.0,0.1620745542949757
good,ADJ,1,0.1031991744066047,,,,ADJ,1.0,0.1620745542949757
glossy,ADJ,1,0.1031991744066047,ADJ,1.0,0.2840909090909091,,,
glassesheadset,NOUN,1,0.1031991744066047,,,,NOUN,1.0,0.1620745542949757
gesture,NOUN,1,0.1031991744066047,NOUN,1.0,0.2840909090909091,,,
gentle,ADJ,1,0.1031991744066047,ADJ,1.0,0.2840909090909091,,,
front,ADJ,1,0.1031991744066047,ADJ,1.0,0.2840909090909091,,,
friend,NOUN,1,0.1031991744066047,,,,NOUN,1.0,0.1620745542949757
format,NOUN,1,0.1031991744066047,,,,NOUN,1.0,0.1620745542949757
yelloworange,NOUN,1,0.1031991744066047,NOUN,1.0,0.2840909090909091,,,
